160,0.0009,0.0,100.0,518.67,642.09,1581.5,1393.82,14.62,21.56,552.93,2387.95,9052.64,1.3,47.17,521.69,2387.95,8137.17,8.3756,0.03,391,2388,100.0,38.97,23.3432,1
170,0.0006,0.0,100.0,518.67,642.0,1589.98,1397.47,14.62,21.56,554.05,2387.96,9056.38,1.3,47.29,521.31,2387.95,8135.31,8.3519,0.03,391,2388,100.0,39.15,23.3845,1
174,42.0065,0.84,100.0,445.0,549.02,1341.68,1126.48,3.91,5.68,137.51,2212.04,8314.08,1.02,41.7,129.72,2388.08,8080.49,9.3192,0.02,329,2212,100.0,10.5,6.395,1
176,41.999,0.8401,100.0,445.0,548.93,1346.29,1115.07,3.91,5.69,138.04,2212.0,8313.77,1.02,41.75,130.56,2388.13,8087.18,9.2889,0.02,330,2212,100.0,10.75,6.3937,1
177,42.0073,0.84,100.0,445.0,549.12,1347.24,1117.94,3.91,5.69,138.04,2212.08,8315.75,1.02,41.71,130.17,2388.14,8082.1,9.3203,0.02,329,2212,100.0,10.52,6.2657,1
180,42.002,0.8405,100.0,445.0,549.16,1348.86,1112.19,3.91,5.69,138.42,2212.03,8314.49,1.02,41.86,130.28,2388.14,8085.0,9.3001,0.02,328,2212,100.0,10.78,6.387,1
184,0.0006,0.0,100.0,518.67,641.97,1590.06,1395.81,14.62,21.57,555.64,2388.0,9053.5,1.3,47.05,523.72,2388.01,8141.29,8.3832,0.03,393,2388,100.0,39.26,23.4345,1
185,0.0018,0.0,100.0,518.67,642.12,1580.38,1400.46,14.62,21.56,555.49,2388.05,9059.56,1.3,47.23,523.25,2388.08,8141.78,8.3309,0.03,392,2388,100.0,38.89,23.4132,1
187,20.0029,0.7,100.0,491.19,606.6,1477.22,1249.77,9.35,13.59,334.04,2323.86,8726.42,1.08,43.98,314.9,2387.98,8065.73,9.1551,0.02,364,2324,100.0,24.49,14.8298,1
188,0.002,0.0011,100.0,518.67,641.84,1590.4,1404.45,14.62,21.56,555.57,2387.97,9062.81,1.3,47.4,523.55,2387.97,8142.25,8.3638,0.03,393,2388,100.0,38.99,23.3409,1
189,25.0016,0.6201,60.0,462.54,536.27,1262.98,1037.69,7.05,8.99,175.15,1915.39,8009.94,0.94,36.4,163.8,2028.28,7874.59,10.8407,0.02,305,1915,84.93,14.29,8.6428,1
190,20.0055,0.7018,100.0,491.19,606.68,1479.28,1238.21,9.35,13.58,334.38,2323.87,8725.81,1.07,44.22,314.15,2388.01,8064.27,9.1939,0.02,364,2324,100.0,24.52,14.8076,1
191,0.0015,0.0,100.0,518.67,642.66,1587.39,1401.26,14.62,21.56,556.0,2388.09,9069.35,1.3,47.33,523.47,2387.95,8151.29,8.3614,0.03,393,2388,100.0,39.02,23.5386,1
192,10.0017,0.2513,100.0,489.05,604.08,1499.52,1301.29,10.52,15.45,395.73,2318.84,8781.12,1.26,45.13,372.58,2388.04,8137.73,8.5958,0.03,368,2319,100.0,28.88,17.3581,1
193,0.0014,0.0013,100.0,518.67,642.66,1587.68,1401.58,14.62,21.56,555.6,2388.05,9063.43,1.3,47.34,523.67,2388.02,8142.6,8.3326,0.03,392,2388,100.0,39.19,23.4479,1
194,10.0066,0.25,100.0,489.05,604.15,1491.25,1302.94,10.52,15.45,395.84,2318.92,8783.58,1.26,45.18,372.18,2388.01,8136.61,8.5669,0.03,368,2319,100.0,28.67,17.1984,1
196,0.0002,0.0,100.0,518.67,642.15,1588.29,1402.29,14.62,21.56,556.35,2388.03,9066.16,1.3,47.33,523.96,2388.05,8144.89,8.3547,0.03,393,2388,100.0,38.9,23.4271,1
197,25.0021,0.6202,60.0,462.54,536.39,1256.96,1039.53,7.05,8.99,176.4,1915.37,8010.97,0.94,36.56,164.91,2028.37,7872.29,10.7856,0.02,306,1915,84.93,14.42,8.6455,1
198,20.0008,0.7016,100.0,491.19,607.22,1477.35,1242.38,9.35,13.59,335.14,2323.98,8725.27,1.08,44.3,315.21,2388.05,8066.63,9.1288,0.02,363,2324,100.0,24.55,14.7406,1
199,10.0044,0.25,100.0,489.05,604.58,1492.89,1307.97,10.52,15.45,396.45,2318.89,8792.26,1.26,45.45,373.07,2388.06,8140.76,8.5392,0.03,368,2319,100.0,28.87,17.2806,1
200,25.0018,0.62,60.0,462.54,536.53,1258.48,1042.15,7.05,8.99,175.44,1915.43,8009.4,0.94,36.51,164.65,2028.31,7875.17,10.7984,0.02,309,1915,84.93,14.46,8.5847,1
201,42.0045,0.8406,100.0,445.0,549.34,1354.19,1120.91,3.91,5.69,138.63,2212.09,8325.67,1.02,41.94,130.37,2388.21,8092.16,9.2707,0.02,331,2212,100.0,10.56,6.3671,1
148,0.0013,0.0009,100.0,518.67,643.13,1598.32,1410.45,14.62,21.61,552.88,2388.18,9050.14,1.3,47.72,521.26,2388.17,8129.28,8.4861,0.03,393,2388,100.0,38.52,23.2457,1
150,35.0062,0.84,100.0,449.44,555.72,1369.97,1138.12,5.48,8.0,193.9,2222.85,8343.26,1.02,42.05,182.54,2387.87,8060.86,9.3699,0.02,335,2223,100.0,14.73,8.8524,1
185,20.0031,0.7,100.0,491.19,606.63,1478.04,1240.57,9.35,13.6,334.43,2323.78,8715.86,1.07,44.22,314.48,2387.97,8067.32,9.1866,0.02,365,2324,100.0,24.61,14.7225,1
200,20.0049,0.7015,100.0,491.19,607.29,1479.48,1244.83,9.35,13.61,334.86,2323.88,8724.38,1.08,44.24,314.7,2388.04,8071.24,9.1639,0.02,364,2324,100.0,24.63,14.8057,1
201,42.0004,0.84,100.0,445.0,549.01,1343.26,1118.84,3.91,5.69,138.51,2211.97,8319.83,1.02,41.75,130.64,2388.15,8090.02,9.2969,0.02,330,2212,100.0,10.55,6.3107,1
203,20.0039,0.7012,100.0,491.19,606.45,1479.94,1239.13,9.35,13.61,335.39,2323.87,8728.74,1.08,44.24,315.75,2387.99,8065.21,9.1625,0.02,365,2324,100.0,24.58,14.7045,1
206,20.0074,0.7,100.0,491.19,607.09,1469.86,1246.93,9.35,13.61,335.23,2323.9,8726.66,1.08,44.16,315.13,2388.08,8063.5,9.1582,0.02,364,2324,100.0,24.61,14.7423,1
207,35.0073,0.84,100.0,449.44,555.74,1355.69,1120.63,5.48,7.97,194.26,2222.96,8351.32,1.02,41.51,182.64,2388.1,8070.59,9.2606,0.02,333,2223,100.0,14.96,8.9726,1
208,25.0018,0.6207,60.0,462.54,536.06,1253.49,1038.53,7.05,9.0,175.63,1915.39,8012.46,0.94,36.57,164.91,2028.3,7878.63,10.8396,0.02,306,1915,84.93,14.41,8.5696,1
158,42.0064,0.8419,100.0,445.0,549.45,1356.73,1139.77,3.91,5.71,138.4,2211.89,8322.57,1.02,42.44,130.37,2387.93,8091.62,9.3978,0.02,332,2212,100.0,10.49,6.3,1
162,0.0008,0.0,100.0,518.67,642.63,1591.77,1403.84,14.62,21.61,553.11,2388.14,9059.97,1.3,47.68,521.11,2388.16,8143.06,8.4417,0.03,393,2388,100.0,38.74,23.1919,1
165,10.0019,0.25,100.0,489.05,605.07,1509.02,1316.28,10.52,15.5,394.27,2319.0,8784.12,1.26,45.55,371.76,2388.21,8134.96,8.6908,0.03,369,2319,100.0,28.59,17.0454,1
166,25.0058,0.62,60.0,462.54,537.14,1260.4,1054.47,7.05,9.03,175.36,1915.38,8023.68,0.94,36.93,164.51,2028.23,7879.43,10.9554,0.02,307,1915,84.93,14.0,8.5224,1
167,42.0041,0.8404,100.0,445.0,550.59,1357.54,1128.59,3.91,5.72,137.92,2211.88,8321.9,1.02,42.26,130.4,2388.0,8085.47,9.3903,0.02,332,2212,100.0,10.57,6.3038,1
171,25.0006,0.6215,60.0,462.54,537.61,1263.81,1050.81,7.05,9.03,175.51,1915.39,8010.64,0.94,36.86,164.26,2028.28,7876.74,10.9617,0.02,309,1915,84.93,14.25,8.5806,1
172,10.0011,0.2514,100.0,489.05,605.86,1500.91,1309.9,10.52,15.5,393.81,2318.98,8784.45,1.26,45.61,370.99,2388.16,8135.49,8.6892,0.03,371,2319,100.0,28.34,17.0365,1
173,10.0071,0.25,100.0,489.05,605.09,1511.81,1315.0,10.52,15.5,394.11,2318.97,8782.25,1.26,45.65,371.11,2388.17,8129.65,8.7053,0.03,369,2319,100.0,28.55,17.1283,1
176,10.0079,0.2517,100.0,489.05,604.86,1504.98,1309.48,10.52,15.5,394.25,2319.01,8788.44,1.26,45.64,370.98,2388.22,8129.11,8.6904,0.03,371,2319,100.0,28.41,17.0188,1
177,10.0004,0.25,100.0,489.05,604.84,1504.23,1307.87,10.52,15.5,393.77,2318.98,8788.24,1.26,45.5,371.09,2388.2,8136.12,8.7142,0.03,369,2319,100.0,28.52,17.1445,1
178,0.0019,0.0,100.0,518.67,642.78,1589.89,1411.71,14.62,21.61,553.36,2388.15,9070.27,1.3,47.56,520.88,2388.11,8135.29,8.4656,0.03,394,2388,100.0,38.78,23.0886,1
179,20.0028,0.7,100.0,491.19,607.7,1495.58,1254.43,9.35,13.66,333.58,2324.02,8738.91,1.08,44.51,314.71,2388.23,8066.77,9.2578,0.02,365,2324,100.0,24.37,14.6786,1
180,42.001,0.84,100.0,445.0,549.52,1357.91,1129.6,3.91,5.72,139.09,2212.04,8329.56,1.02,42.33,130.36,2388.05,8093.68,9.3985,0.02,330,2212,100.0,10.47,6.2596,1
181,42.0049,0.84,100.0,445.0,549.79,1354.99,1134.89,3.91,5.72,138.66,2211.99,8328.34,1.02,42.24,130.64,2388.02,8092.39,9.4154,0.02,332,2212,100.0,10.63,6.3785,1
182,42.007,0.8405,100.0,445.0,549.59,1359.4,1131.11,3.91,5.72,137.97,2211.98,8328.43,1.02,42.41,130.78,2388.09,8091.41,9.3984,0.02,331,2212,100.0,10.56,6.398,1
183,0.0008,0.0007,100.0,518.67,643.3,1592.59,1414.55,14.62,21.61,552.94,2388.09,9068.2,1.3,47.55,521.25,2388.13,8147.99,8.4429,0.03,394,2388,100.0,38.55,23.2608,1
184,25.0039,0.62,60.0,462.54,537.21,1265.92,1043.76,7.05,9.03,175.2,1915.51,8013.98,0.94,36.91,164.85,2028.31,7878.8,10.948,0.02,308,1915,84.93,14.36,8.5362,1
185,9.9999,0.25,100.0,489.05,605.05,1503.74,1313.28,10.52,15.5,394.62,2319.03,8791.21,1.26,45.53,371.14,2388.2,8138.57,8.696,0.03,370,2319,100.0,28.45,17.1511,1
186,42.002,0.841,100.0,445.0,549.63,1367.11,1134.82,3.91,5.72,138.67,2212.04,8333.7,1.02,42.2,129.87,2388.13,8093.82,9.4013,0.02,332,2212,100.0,10.5,6.2759,1
187,20.0062,0.7012,100.0,491.19,607.78,1492.09,1250.52,9.35,13.66,334.32,2324.11,8731.92,1.08,44.58,314.92,2388.2,8071.16,9.2797,0.02,364,2324,100.0,24.35,14.6311,1
188,35.0067,0.8406,100.0,449.44,556.15,1378.69,1135.93,5.48,8.0,193.77,2223.09,8355.35,1.02,42.19,183.04,2388.2,8073.39,9.3906,0.02,333,2223,100.0,14.85,8.888,1
189,25.0037,0.6206,60.0,462.54,537.05,1270.59,1052.18,7.05,9.03,174.63,1915.46,8027.18,0.94,36.71,164.56,2028.38,7881.4,10.9509,0.02,306,1915,84.93,14.24,8.4691,1
190,20.0057,0.7011,100.0,491.19,607.59,1486.74,1256.55,9.35,13.66,334.46,2324.09,8734.08,1.07,44.6,314.64,2388.17,8073.08,9.2612,0.02,365,2324,100.0,24.26,14.4911,1
192,20.0003,0.7,100.0,491.19,607.33,1481.91,1256.41,9.35,13.66,333.66,2324.04,8727.04,1.08,44.6,314.94,2388.17,8072.92,9.2404,0.02,364,2324,100.0,24.36,14.5448,1
193,25.0065,0.62,60.0,462.54,537.37,1262.59,1046.28,7.05,9.03,175.5,1915.47,8022.87,0.94,37.14,164.8,2028.38,7886.7,10.9531,0.02,309,1915,84.93,14.26,8.4989,1
194,25.0008,0.62,60.0,462.54,536.59,1262.92,1052.57,7.05,9.03,175.43,1915.51,8018.5,0.94,36.89,164.24,2028.38,7881.11,10.9353,0.02,307,1915,84.93,14.35,8.4941,1
195,35.0039,0.8403,100.0,449.44,555.76,1368.9,1136.61,5.48,8.0,194.01,2223.15,8362.18,1.02,42.13,182.97,2388.26,8077.38,9.3529,0.02,335,2223,100.0,14.92,8.9135,1
196,35.0022,0.8401,100.0,449.44,555.95,1368.32,1137.35,5.48,8.0,194.86,2223.18,8368.76,1.02,42.27,183.47,2388.31,8080.14,9.3379,0.02,334,2223,100.0,14.61,8.8747,1
197,42.0002,0.8413,100.0,445.0,549.89,1352.64,1128.18,3.91,5.71,138.3,2212.16,8345.28,1.02,42.31,130.62,2388.27,8100.72,9.3815,0.02,333,2212,100.0,10.66,6.2457,1
198,42.0049,0.8417,100.0,445.0,550.11,1357.71,1124.23,3.91,5.72,138.87,2212.05,8337.05,1.02,42.35,130.14,2388.19,8100.54,9.3888,0.02,331,2212,100.0,10.48,6.3209,1
199,41.9991,0.84,100.0,445.0,549.68,1356.16,1135.08,3.91,5.72,138.47,2212.09,8339.6,1.02,42.32,130.27,2388.23,8099.08,9.3873,0.02,331,2212,100.0,10.76,6.2949,1
200,19.9991,0.7005,100.0,491.19,607.74,1487.75,1252.24,9.35,13.66,333.93,2324.1,8737.49,1.08,44.41,314.65,2388.28,8074.82,9.2115,0.03,367,2324,100.0,24.42,14.6925,1
201,20.004,0.7,100.0,491.19,607.35,1492.58,1257.74,9.35,13.66,335.02,2324.14,8739.71,1.08,44.59,314.2,2388.23,8071.69,9.2802,0.02,366,2324,100.0,24.5,14.6688,1
202,42.0031,0.84,100.0,445.0,549.62,1349.02,1130.92,3.91,5.72,138.66,2212.15,8333.47,1.02,42.27,131.23,2388.28,8099.58,9.3855,0.02,333,2212,100.0,10.61,6.3826,1
203,0.0017,0.0,100.0,518.67,642.97,1598.23,1413.89,14.62,21.61,553.11,2388.14,9077.81,1.3,47.72,520.79,2388.17,8153.21,8.4788,0.03,394,2388,100.0,38.83,23.1724,1
204,42.0014,0.8403,100.0,445.0,549.83,1350.8,1134.88,3.91,5.72,138.53,2212.15,8339.3,1.02,42.11,130.6,2388.28,8099.87,9.4053,0.02,333,2212,100.0,10.46,6.3922,1
206,42.0072,0.8412,100.0,445.0,549.71,1363.83,1127.75,3.91,5.72,138.55,2212.17,8340.77,1.02,42.49,130.18,2388.3,8099.75,9.4166,0.02,331,2212,100.0,10.57,6.3136,1
208,35.0016,0.8411,100.0,449.44,556.2,1360.62,1136.59,5.48,8.0,193.63,2223.28,8374.73,1.02,42.13,182.45,2388.4,8084.66,9.3664,0.02,336,2223,100.0,14.66,8.8833,1
261,25.0045,0.622,60.0,462.54,536.75,1255.76,1037.01,7.05,9.01,176.85,1915.41,8015.63,0.94,36.6,165.39,2028.3,7878.18,10.8121,0.02,306,1915,84.93,14.49,8.7601,1
266,35.002,0.84,100.0,449.44,555.3,1360.1,1128.04,5.48,7.98,194.44,2223.04,8356.21,1.03,41.91,183.81,2388.13,8070.47,9.2393,0.02,333,2223,100.0,14.84,8.9628,1
267,34.9994,0.84,100.0,449.44,555.36,1365.03,1122.04,5.48,7.98,194.86,2222.99,8351.18,1.03,41.77,183.63,2388.15,8071.32,9.249,0.02,333,2223,100.0,14.95,8.8428,1
268,42.0025,0.84,100.0,445.0,549.59,1346.88,1126.95,3.91,5.7,140.2,2212.06,8330.49,1.03,42.02,130.66,2388.15,8087.92,9.2758,0.02,329,2212,100.0,10.71,6.342,1
270,35.0015,0.84,100.0,449.44,555.37,1356.31,1121.14,5.48,7.98,195.39,2223.08,8351.98,1.03,41.84,183.84,2388.16,8074.55,9.2388,0.02,333,2223,100.0,14.99,8.8632,1
272,10.0036,0.25,100.0,489.05,604.6,1490.91,1306.53,10.52,15.47,396.81,2318.96,8785.72,1.26,45.33,373.69,2388.15,8138.21,8.5721,0.03,368,2319,100.0,28.67,17.2753,1
273,0.0009,0.0009,100.0,518.67,642.61,1585.26,1406.98,14.62,21.58,556.69,2388.02,9067.41,1.3,47.29,524.42,2388.04,8141.33,8.3207,0.03,391,2388,100.0,39.14,23.5142,1
275,35.0027,0.84,100.0,449.44,555.48,1357.93,1127.93,5.48,7.98,196.19,2223.05,8358.09,1.03,41.66,183.85,2388.18,8076.13,9.2506,0.02,332,2223,100.0,14.93,9.0148,1
281,34.9998,0.84,100.0,449.44,554.86,1358.96,1124.87,5.48,7.98,194.93,2223.04,8355.68,1.03,41.8,183.65,2388.19,8078.18,9.2046,0.02,332,2223,100.0,14.91,8.879,1
282,42.0073,0.842,100.0,445.0,549.18,1343.35,1118.66,3.91,5.7,139.01,2212.03,8331.78,1.03,41.87,131.35,2388.15,8092.3,9.2705,0.02,330,2212,100.0,10.42,6.3756,1
